name of city heb,city eng,street heb,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,?????????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,?????????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???'????,,
??? ??-???          ,UMM AL-FAHM              ,????'??,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,????'?,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,?????????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,?????'??,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,?????' ????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???'???,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,????????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??'???,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,???? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,??? ??-????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,?'??? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,?'???,,
??? ??-???          ,UMM AL-FAHM              ,?'?????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,???'?,,
??? ??-???          ,UMM AL-FAHM              ,???? ??????,,
??? ??-???          ,UMM AL-FAHM              ,???? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,???? ????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,?'??? ??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?'???'? ??? ?'????,,
??? ??-???          ,UMM AL-FAHM              ,??'???,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,???? ??? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,???? ????,,
??? ??-???          ,UMM AL-FAHM              ,???? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,???? ???????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,???? ??? ???,,
??? ??-???          ,UMM AL-FAHM              ,????? ?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,????-?????? ????'??,,
??? ??-???          ,UMM AL-FAHM              ,????-?'????? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,???? ?????,,
??? ??-???          ,UMM AL-FAHM              ,????? ???????,,
??? ??-???          ,UMM AL-FAHM              ,??? ??? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,?'??,,
??? ??-???          ,UMM AL-FAHM              ,?????,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,???? ?????'???,,
??? ??-???          ,UMM AL-FAHM              ,???'??? ?? ????,,
??? ??-???          ,UMM AL-FAHM              ,??? ???????,,
??? ??-???          ,UMM AL-FAHM              ,??? ???'????,,
??? ??-???          ,UMM AL-FAHM              ,??? ???????,,
??? ??-???          ,UMM AL-FAHM              ,??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,??? ????'???,,
??? ??-???          ,UMM AL-FAHM              ,??? ?????,,
??? ??-???          ,UMM AL-FAHM              ,??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,??? ?'????,,
??? ??-???          ,UMM AL-FAHM              ,??? ????,,
??? ??-???          ,UMM AL-FAHM              ,??? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,???,,
??? ??-???          ,UMM AL-FAHM              ,??? ?? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,????,,
??? ??-???          ,UMM AL-FAHM              ,??????,,
??? ??-???          ,UMM AL-FAHM              ,????? ??????,,
??? ??-???          ,UMM AL-FAHM              ,??? ?????,,
??? ??-???          ,UMM AL-FAHM              ,???????,,
??? ??-???          ,UMM AL-FAHM              ,? ???? ??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ????????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????'?,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ????????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????'??,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ?'?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ????????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ?? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ???'????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ???????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ?'???,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ???? ??????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ??? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ?????,,
??? ??-???          ,UMM AL-FAHM              ,?? ????,,
,,,,
??? ??-?????        ,UMM AL-QUTUF             ,??? ??-?????,,
,,,,
??? ????            ,UMM BETIN,??? ????,,
,,,,
????                ,OMEN                     ,????,,
,,,,
????                ,OMEZ                     ,????,,
,,,,
??????              ,OFAQIM                   ,???? ?? ??,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,???????,,                         
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,??????,,
??????              ,OFAQIM                   ,??? ?????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,???? ?????? ???????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,???? ????,,
??????              ,OFAQIM                   ,??? ???,,
??????              ,OFAQIM                   ,????? ?????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,???? ?????,,
??????              ,OFAQIM                   ,?????? ????,,
??????              ,OFAQIM                   ,"??""?",,
??????              ,OFAQIM                   ,????????,,
??????              ,OFAQIM                   ,????? ??????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,?????? ???,,
??????              ,OFAQIM                   ,"???""?",,
??????              ,OFAQIM                   ,?? ??? ??,,
??????              ,OFAQIM                   ,?? ??? ?????,,
??????              ,OFAQIM                   ,?? ???? ????,,
??????              ,OFAQIM                   ,?? ???,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,??????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,????? ?????,,
??????              ,OFAQIM                   ,??,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,??????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,???????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,????? ??????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,??????,,
??????              ,OFAQIM                   ,??? ????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,???,,
??????              ,OFAQIM                   ,??? ????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,??? ????,,
??????              ,OFAQIM                   ,??? ??? ???,,
??????              ,OFAQIM                   ,??? ??????,,
??????              ,OFAQIM                   ,??? ???????,,
??????              ,OFAQIM                   ,??? ???????,,
??????              ,OFAQIM                   ,??? ?????,,
??????              ,OFAQIM                   ,??? ????? ???,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,????,,
??????              ,OFAQIM                   ,?????,,
??????              ,OFAQIM                   ,"???""?",,
